重庆,日期,日期,质量等级,AQI指数,当天AQI排名,PM2.5,PM10,So2,No2,Co,O3,天气状况,风力风向(夜间/白天),最低气温/最高气温,0
重庆,2020-08-28,2020年08月28日,良,66,325,25,54,10,44,0.75,108,"多云
/晴","南风 1-2级
                                        /南风 1-2级","28℃
                                        /
                                        38℃",27
重庆,2020-08-29,2020年08月29日,良,61,301,21,45,8,29,0.60,121,"晴
/多云","东南风 1-2级
                                        /东南风 1-2级","29℃
                                        /
                                        39℃",27
重庆,2020-08-30,2020年08月30日,优,46,201,22,45,7,28,0.60,92,"晴
/晴","东南风 1-2级
                                        /东南风 1-2级","28℃
                                        /
                                        39℃",27
重庆,2020-08-31,2020年08月31日,优,47,242,25,48,9,24,0.61,74,"多云
/多云","北风 1-2级
                                        /北风 1-2级","25℃
                                        /
                                        33℃",27
重庆,日期,日期,质量等级,AQI指数,当天AQI排名,PM2.5,PM10,So2,No2,Co,O3,天气状况,风力风向(夜间/白天),最低气温/最高气温,28
重庆,2020-07-01,2020年07月01日,优,25,65,14,24,5,36,0.80,29,"暴雨
/大雨","西风 1-2级
                                        /西风 1-2级","23℃
                                        /
                                        27℃",28
重庆,2020-07-02,2020年07月02日,优,26,80,14,23,5,22,0.54,64,"阴
/小雨","南风 1-2级
                                        /南风 1-2级","20℃
                                        /
                                        29℃",28
重庆,2020-07-03,2020年07月03日,优,38,225,17,31,7,32,0.72,67,"多云
/小雨","东风 1-2级
                                        /东风 1-2级","24℃
                                        /
                                        33℃",28
重庆,2020-07-04,2020年07月04日,优,24,65,12,24,6,36,0.73,26,"中雨
/中雨","西南风 1-2级
                                        /西南风 1-2级","24℃
                                        /
                                        27℃",28
重庆,2020-07-05,2020年07月04日,优,28,109,16,28,6,32,0.75,25,"中雨
/中雨","西南风 1-2级
                                        /西南风 1-2级","24℃
                                        /
                                        27℃",28
重庆,2020-07-06,2020年07月05日,优,24,101,13,24,5,32,0.70,21,"中雨
/中雨","北风 1-2级
                                        /北风 1-2级","25℃
                                        /
                                        29℃",28
重庆,2020-07-07,2020年07月05日,优,35,192,20,35,6,45,1.07,16,"中雨
/中雨","北风 1-2级
                                        /北风 1-2级","25℃
                                        /
                                        29℃",28
重庆,2020-07-08,2020年07月06日,优,35,152,22,35,5,38,0.96,45,"中雨
/中雨","东风 1-2级
                                        /东风 1-2级","24℃
                                        /
                                        29℃",28
重庆,2020-07-09,2020年07月07日,优,32,134,14,28,6,32,0.77,58,"小雨
/阴","北风 1-2级
                                        /北风 1-2级","24℃
                                        /
                                        30℃",28
重庆,2020-07-10,2020年07月08日,优,29,100,14,29,6,37,0.76,36,"多云
/阴","南风 1-2级
                                        /南风 1-2级","24℃
                                        /
                                        30℃",28
重庆,2020-07-11,2020年07月09日,优,22,53,13,22,5,27,0.65,31,"阴
/中雨","西南风 1-2级
                                        /西南风 1-2级","25℃
                                        /
                                        33℃",28
重庆,2020-07-12,2020年07月10日,优,25,94,16,24,5,28,0.71,23,"小雨
/小雨","东北风 1-2级
                                        /东北风 1-2级","25℃
                                        /
                                        31℃",28
